Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,424,1,EN,3,5,3,2,6,2,3,5,4,3,6,2,6,5,,,,,,,,,,,,,,,2,3,8,3,7,3,9,8,2,2,9,7,5,3,9,2,6,5,9,6,4,2,9,7,1,1,,31,5,FL_133,StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,445,1,EN,,,,,,,,,,,,,,,3,3,3,3,4,3,2,1,1,1,4,3,1,1,5,6,5,4,6,5,7,4,6,6,4,7,6,4,7,6,4,6,6,4,7,6,5,6,1,3,,12th april 1988,5,FL_111,,EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE|EffortDietDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,735,1,EN,6,6,6,3,5,5,6,6,3,3,3,3,2,2,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,1,1,9,1,9,1,9,9,1,1,9,9,2,1,,33,3,FL_133,StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,205,1,EN,,,,,,,,,,,,,,,5,5,2,2,2,6,5,2,5,2,5,5,6,2,6,3,8,3,2,3,3,2,3,4,8,4,6,3,8,3,5,3,4,3,5,5,5,5,1,1,,33,3,FL_111,,EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,607,1,EN,3,5,3,5,3,6,3,2,3,6,3,2,6,5,,,,,,,,,,,,,,,1,1,1,1,9,1,1,9,1,1,9,9,7,2,6,1,5,2,8,6,2,2,9,7,1,1,,39,4,FL_133,StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,515,1,EN,2,2,5,5,3,3,2,2,2,2,3,3,5,5,,,,,,,,,,,,,,,8,9,5,4,4,3,3,3,2,2,3,3,2,3,2,2,3,2,2,4,2,5,5,4,1,3,,28,6,FL_133,StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,568,1,EN,,,,,,,,,,,,,,,5,5,5,6,3,4,2,6,5,3,3,4,3,5,3,3,3,3,4,4,7,6,4,2,8,8,1,1,9,1,1,6,8,4,4,1,2,2,1,2,,23,5,FL_111,,StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,601,1,EN,6,2,2,6,5,2,5,5,3,6,6,6,5,5,,,,,,,,,,,,,,,2,2,6,1,5,4,9,6,3,2,9,5,5,3,9,2,1,2,9,9,1,1,9,9,2,1,,38,4,FL_133,StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,399,1,EN,2,2,6,6,3,3,3,3,5,5,3,3,3,3,,,,,,,,,,,,,,,5,5,7,5,5,5,9,6,4,5,4,6,8,2,8,2,5,2,5,7,2,2,8,5,1,3,,20,4,FL_133,EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,344,1,EN,,,,,,,,,,,,,,,3,6,6,3,5,5,5,2,2,3,2,2,2,2,2,4,4,7,5,6,6,4,5,2,7,5,8,5,7,3,4,3,6,5,6,7,6,6,2,1,,31,4,FL_111,,EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,953,1,EN,,,,,,,,,,,,,,,3,3,4,4,2,4,2,2,2,2,3,3,5,4,9,1,7,1,2,3,9,1,2,9,8,1,9,1,2,1,2,3,9,1,2,9,8,1,1,3,,44,6,FL_111,,StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1584,1,EN,,,,,,,,,,,,,,,2,5,2,6,5,5,2,4,5,5,5,2,6,3,2,2,4,3,7,2,5,7,3,2,4,7,3,3,5,2,4,5,7,5,4,3,7,5,2,1,,35,3,FL_111,,StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,782,1,EN,,,,,,,,,,,,,,,5,5,2,3,2,3,5,5,5,2,2,3,6,3,3,4,7,2,7,3,9,7,2,2,8,7,4,5,7,4,6,5,7,5,4,4,8,5,1,1,,53,6,FL_111,,StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,336,1,EN,6,6,3,3,6,6,3,3,4,4,5,5,4,4,,,,,,,,,,,,,,,3,3,2,4,7,2,2,7,2,6,3,7,3,3,3,3,6,2,3,6,2,3,5,7,1,1,,34,3,FL_133,EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,731,1,EN,3,5,3,3,3,3,3,3,3,3,1,1,2,2,,,,,,,,,,,,,,,7,3,8,5,7,4,6,6,5,6,7,7,4,4,6,3,5,5,6,6,6,5,6,6,2,1,,45,3,FL_133,StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,894,1,EN,,,,,,,,,,,,,,,2,3,2,6,2,6,2,3,2,3,2,6,5,6,1,1,4,1,9,1,5,9,1,9,5,9,4,1,6,2,8,4,6,8,4,7,7,7,1,1,,32,4,FL_111,,StrategyAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1759,1,EN,3,2,2,5,6,6,3,3,2,2,6,3,2,2,,,,,,,,,,,,,,,3,2,7,2,7,2,8,2,3,2,8,2,4,2,9,2,5,4,6,3,5,2,7,5,1,1,,31,5,FL_133,StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,419,1,EN,,,,,,,,,,,,,,,5,3,2,2,2,3,2,2,5,3,5,5,6,6,3,2,6,2,6,5,6,6,2,2,6,7,7,3,6,2,6,5,7,6,3,2,7,6,1,1,,20,4,FL_111,,EffortDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,577,1,EN,,,,,,,,,,,,,,,6,6,1,3,3,3,6,6,3,2,3,3,5,1,4,3,2,3,2,2,3,2,3,3,1,2,4,3,4,3,3,4,3,2,3,3,1,3,1,3,,30,6,FL_111,,EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1825,1,EN,6,2,3,3,6,6,3,3,3,3,3,3,5,5,,,,,,,,,,,,,,,2,2,5,2,2,2,6,2,2,2,7,3,3,2,4,3,3,3,7,7,3,2,7,2,1,1,,33,3,FL_133,EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,294,1,EN,,,,,,,,,,,,,,,4,3,2,3,4,2,4,4,3,3,3,4,3,2,7,7,5,7,4,6,6,5,5,9,8,8,7,6,6,7,6,9,8,6,6,7,7,5,1,3,,30,6,FL_111,,StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,450,1,EN,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,35,5,FL_111,,EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1118,1,EN,,,,,,,,,,,,,,,5,3,5,5,3,3,6,6,4,4,5,3,3,3,,,,9,9,9,9,9,1,1,9,9,1,1,7,1,9,9,5,9,1,1,9,9,1,"1,2",,22,5,FL_111,,EffortSalesDifficulty-USE|EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1152,1,EN,6,6,2,2,2,4,6,6,2,3,6,6,3,3,,,,,,,,,,,,,,,9,1,9,1,1,1,9,9,1,1,9,5,9,1,9,1,5,1,9,5,5,1,9,8,1,1,,52,5,FL_133,EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,451,1,EN,3,3,3,6,2,2,3,3,3,4,3,5,3,3,,,,,,,,,,,,,,,3,2,2,7,6,8,4,4,5,8,5,5,7,6,7,4,3,3,9,7,7,6,8,8,1,3,,43,5,FL_133,EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,1048,1,EN,,,,,,,,,,,,,,,5,5,5,5,3,3,4,4,5,5,4,4,3,3,9,5,5,7,9,5,3,8,5,7,3,8,7,5,7,4,2,5,9,3,5,5,9,2,3,1,,40,5,FL_111,,EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,457,1,EN,5,5,2,2,5,5,2,2,6,6,3,3,5,5,,,,,,,,,,,,,,,3,1,9,1,9,1,7,9,1,1,9,9,3,9,9,1,9,1,5,9,2,1,9,9,1,"1,3",,21,3,FL_133,EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,400,1,EN,6,6,2,2,3,3,6,6,6,6,6,6,2,5,,,,,,,,,,,,,,,3,3,5,4,7,3,7,6,4,2,6,4,6,4,8,3,5,5,7,5,5,5,8,5,1,"1,3",,29,5,FL_133,EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,421,1,EN,3,5,5,6,6,5,6,6,6,3,3,6,5,3,,,,,,,,,,,,,,,1,1,5,1,9,1,9,9,1,1,9,9,1,1,7,1,7,1,9,6,1,1,9,9,2,1,,38,4,FL_133,EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,1996,1,EN,1,2,4,2,2,2,2,2,2,2,1,3,3,1,,,,,,,,,,,,,,,8,2,8,2,3,4,3,2,4,8,7,6,3,4,7,2,4,5,2,3,4,2,8,3,2,3,,24,6,FL_133,EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,241,1,EN,3,2,3,2,6,5,6,6,6,3,3,3,3,5,,,,,,,,,,,,,,,3,2,8,1,8,1,8,8,2,1,9,8,5,4,7,5,5,8,7,5,5,4,7,5,1,1,,28,5,FL_133,StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategySportsDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,328,1,EN,,,,,,,,,,,,,,,2,6,2,3,2,6,2,3,5,3,5,6,2,6,3,3,4,3,4,3,7,6,3,3,7,4,6,3,7,3,5,5,8,6,5,3,7,4,1,1,,32,5,FL_111,,EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1554,1,EN,2,2,2,2,2,4,3,3,4,3,3,3,3,3,,,,,,,,,,,,,,,3,2,3,5,6,6,7,4,5,6,7,6,6,4,5,5,4,5,5,5,6,4,6,5,1,2,,59,5,FL_133,StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortDietDifficulty-UES|StrategySportsDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,868,1,EN,3,6,6,3,6,5,3,2,3,6,6,4,3,2,,,,,,,,,,,,,,,2,3,6,5,7,4,8,7,1,3,8,9,2,3,8,1,8,2,3,8,1,1,9,7,1,1,,24,3,FL_133,StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,243,1,EN,4,2,3,3,2,4,4,3,4,2,4,2,4,3,,,,,,,,,,,,,,,5,7,6,7,6,7,6,5,7,5,7,6,6,5,7,5,4,7,6,5,8,5,4,6,1,3,,30,6,FL_133,EffortParentingDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,628,1,EN,,,,,,,,,,,,,,,2,2,2,6,5,5,3,3,4,2,4,3,6,4,4,2,7,1,3,3,5,9,8,5,7,6,6,8,7,8,7,7,7,3,4,6,8,7,1,1,,40,5,FL_111,,StrategySportsDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,382,1,EN,5,2,2,2,2,2,6,5,4,4,2,3,5,5,,,,,,,,,,,,,,,3,2,4,2,4,3,4,4,6,1,6,9,5,1,5,4,4,5,5,4,2,3,4,6,2,3,,21,3,FL_133,StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES,,StrategyDimensions|EffortDimensions
