ID,AptAdviceFail,AptExpectancyFail,AptAdviceSucc,AptExpectancySucc,EffortAdviceFail,EffortExpectancyFail,EffortAdviceSucc,EffortExpectancySucc,StratAdviseFail,StratExpectancyFail,StratAdviceSucc,StratExpectancySucc,Actions,Investigate,Invest,Switch,Transfer,Expectancy,AptOut,AptVar,AptUncon,EffortOut,EffortVar,EffortUncon,MoodOut,MoodVar,MoodUncon,StratOut,StratVar,StratUncon,LuckOut,LuckVar,LuckUncon,TaskOut,TaskVar,TaskUncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMS7,SMS8,SMS,SMO1,SMO2,SMO3,SMO,SO1,SO2,SO3,SO4,SO,Gender,Race_1,Race_2,Race_3,Race_4,Race_4_TEXT,Race_5,Race_7,Age,Education,Scenario,Valence,Attribution,DO-BR-FL_26,DO-BL-SO,Redo_Val,Redo_Den,Redo_Final,Method_Val,Method_Den,Method_Final,BruteForce_Val,BruteForce_Den,BruteForce_Final,TangibleRewards_Val,TangibleRewards_Den,TangibleRewards_Final,Threat_Val,Threat_Den,Threat_Final,Redo_Den2,Redo_Val2,Redo_Final2,BruteForce_Den2,BruteForce_Val2,BruteForce_Final2
221,,,,,,,I would be sure to specifically mention the employee during the presentation and have him present so he can be recognized.,9,,,,,I would be sure to specifically mention the employee during the presentation and have him present so he can be recognized.,0,0,0,0,9,1,3,5,1,5,2,1,6,2,2,5,2,7,7,7,7,7,5,4,4,4,3,4,4,4,3,3.75,4,3,3,3.333333333,3,4,3,3,3.25,1,1,,,,,,,46,4,Effort Scenario Success,Success,Effort,Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Mood Dimensions|Task Dimensions|Luck Dimensions,Q90|SO3|SO1|SO2|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,,,,,,,I would definitely praise the employee and bring other's attention to the fine work.,9,,,,,I would definitely praise the employee and bring other's attention to the fine work.,0,0,0,0,9,1,3,6,5,4,2,1,7,4,2,4,1,6,7,7,6,7,5,3,3,4,2,4,4,4,4,3.5,5,6,4,5,3,4,3,3,3.25,2,1,,,,,,,57,4,Effort Scenario Success,Success,Effort,Effort Dimensions|Luck Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,,,,,I would go back to the employees and tell them that this is not the quality work I expect out of them and give them another shot to accomplish something more worthy.,8,,,,,,,I would go back to the employees and tell them that this is not the quality work I expect out of them and give them another shot to accomplish something more worthy.,0,0,0,0,8,6,6,6,1,2,1,2,3,2,4,3,3,4,3,7,6,4,5,4,4,4,1,4,4,4,4,3.625,6,4,5,5,4,3,3,3,3.25,2,1,,,,,,,45,5,Effort Scenario Fail,Fail,Effort,Aptitude Dimensions|Luck Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions,Q90|SO4|SO3|SO2|SO1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
224,,,,,,,I would praise the employee and showcase the proposal.,10,,,,,I would praise the employee and showcase the proposal.,0,0,0,0,10,4,4,4,1,3,1,2,6,3,4,4,4,7,7,7,5,6,5,1,1,2,2,3,3,4,4,2.5,2,2,2,2,3,4,3,3,3.25,2,1,,,,,,,26,5,Effort Scenario Success,Success,Effort,Mood Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions,Q90|SO1|SO3|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,,,,,I would talk to the employee and explain that I thought they didn't put in enough effort and that they should try again.,9,,,,,,,I would talk to the employee and explain that I thought they didn't put in enough effort and that they should try again.,0,0,0,0,9,3,5,4,4,5,3,4,5,3,3,5,4,7,7,7,7,7,5,4,4,3,2,4,4,4,4,3.625,6,5,5,5.333333333,3,4,4,3,3.5,1,1,,,,,,,39,5,Effort Scenario Fail,Fail,Effort,Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Task Dimensions,Q90|SO2|SO3|SO1|SO4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
226,,,,,,,,,,,I would showcase the proposal and give the employee the credit for coming up with the plan.,10,I would showcase the proposal and give the employee the credit for coming up with the plan.,0,0,0,0,10,1,1,7,1,5,2,1,7,4,1,5,1,7,7,7,7,7,5,3,3,3,2,3,3,3,3,2.875,5,5,5,5,4,4,3,4,3.75,1,1,,,,,,,56,4,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Strategy Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO3|SO2|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,,,,,,,,,"I would call a meeting with the person. I would like to sit down and talk with them, or even just go talk to them at their work area. I would want to talk to the employee about why he made the decisions. MAybe something was going on that I could help them with or give them guidance. ",6,,,"I would call a meeting with the person. I would like to sit down and talk with them, or even just go talk to them at their work area. I would want to talk to the employee about why he made the decisions. MAybe something was going on that I could help them with or give them guidance. ",1,0,0,0,6,3,5,3,2,5,2,2,7,2,2,6,2,4,4,4,4,6,5,5,5,5,2,5,5,5,5,4.625,7,6,5,6,4,4,4,4,4,1,1,,,,,,,33,4,Strategy Scenario Fail,Fail,Strategy,Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO1|SO3|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,,,"I would make sure that his plan got enough recognition, that his name remained attached to it, and that, if successful, I would recommend him for promotion.",8,,,,,,,,,"I would make sure that his plan got enough recognition, that his name remained attached to it, and that, if successful, I would recommend him for promotion.",0,0,0,0,8,6,3,5,5,3,4,5,3,6,5,3,7,6,3,7,6,3,5,2,4,4,2,3,1,3,5,3,4,2,1,2.333333333,5,2,4,4,3.75,1,1,,,,,,,28,5,Aptitude Scenario Success,Success,Aptitude,Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions,Q90|SO2|SO3|SO1|SO4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
229,I would shoot down the proposal and state exactly why.,4,,,,,,,,,,,I would shoot down the proposal and state exactly why.,0,0,0,0,4,1,1,1,1,4,1,1,7,4,1,7,1,7,7,7,7,7,5,5,5,5,1,5,5,5,5,4.5,7,7,7,7,4,4,4,4,4,1,1,,,,,,,41,3,Aptitude Scenario Fail,Fail,Aptitude,Luck Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,,,,,,,I would recommend a bonus or pro.otion. or at lEast acknowledge the efforts from this employee.,9,,,,,I would recommend a bonus or pro.otion. or at lEast acknowledge the efforts from this employee.,0,0,0,0,9,6,4,3,3,2,2,2,2,2,2,2,1,5,6,6,2,1,5,3,5,4,4,3,3,4,4,3.75,4,3,4,3.666666667,3,4,4,3,3.5,1,,1,,,,,,28,5,Effort Scenario Success,Success,Effort,Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
231,,,,,,,,,,,Use the proposal and make sure to give them credit for their work. Their success is my success,10,Use the proposal and make sure to give them credit for their work. Their success is my success,0,0,0,0,10,1,3,7,1,7,1,3,5,2,3,3,5,7,7,6,4,7,5,3,3,4,2,5,4,4,4,3.625,6,6,6,6,4,4,4,4,4,1,1,,,,,,,50,4,Strategy Scenario Success,Success,Strategy,Luck Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,,,,,,,,,,I would work very hard and try to make the project a success.  I think it would be a fun project.  I think it would be a great opportunity.  I would give 100% of my effort to try to make this work out well!,9,I would work very hard and try to make the project a success.  I think it would be a fun project.  I think it would be a great opportunity.  I would give 100% of my effort to try to make this work out well!,0,1,0,0,9,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,4,5,5,4.666666667,3,4,3,3,3.25,1,,,,,,1,,33,5,Strategy Scenario Success,Success,Strategy,Luck Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions,Q90|SO4|SO1|SO3|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"I would prepare to speak with them about their motivations and ask them how they feel they are doing. If I see no potential for improvement, I would let them go.",4,,,,,,,,,,,"I would prepare to speak with them about their motivations and ask them how they feel they are doing. If I see no potential for improvement, I would let them go.",1,0,1,1,4,1,2,6,1,5,2,2,7,3,1,7,4,4,4,6,5,4,5,3,3,4,3,4,4,5,3,3.625,6,6,5,5.666666667,2,4,3,2,2.75,2,1,,,,,,,31,4,Aptitude Scenario Fail,Fail,Aptitude,Strategy Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions,Q90|SO3|SO4|SO1|SO2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
234,,,I would do everything to make sure the employee gets their just due and shine.,10,,,,,,,,,I would do everything to make sure the employee gets their just due and shine.,0,0,0,0,10,2,4,2,2,5,1,1,7,2,2,6,2,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,5,1,,,,,,,1,31,5,Aptitude Scenario Success,Success,Aptitude,Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions|Mood Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,,,,,Talk to the employee alone and tell them what the issues were.,7,,,,,,,Talk to the employee alone and tell them what the issues were.,0,0,0,0,7,2,2,5,1,5,2,4,7,5,3,1,1,7,7,7,7,1,5,2,4,5,3,4,3,4,4,3.625,6,5,3,4.666666667,2,3,4,2,2.75,2,1,,,,,,,33,6,Effort Scenario Fail,Fail,Effort,Luck Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,,,definitely submit the proposal to the proper people,9,,,,,,,,,definitely submit the proposal to the proper people,0,0,0,0,9,2,2,2,2,3,2,2,5,3,2,4,3,6,6,7,2,5,5,4,4,4,2,3,4,4,4,3.625,4,4,4,4,3,4,3,4,3.5,1,1,,,,,,,55,4,Aptitude Scenario Success,Success,Aptitude,Effort Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions,Q90|SO1|SO2|SO4|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"First I would sit down with the employee to try to better understand why their performance is unsatisfactory. I would work out a comprehensive plan for their improvement. If their performance did not improve, I would seek termination or reassignment. ",5,,,,,,,,,,,"First I would sit down with the employee to try to better understand why their performance is unsatisfactory. I would work out a comprehensive plan for their improvement. If their performance did not improve, I would seek termination or reassignment. ",1,0,1,1,5,2,5,2,2,2,2,2,3,1,2,4,1,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,7,5,5,5.666666667,5,5,5,5,5,1,,,,,,,1,33,5,Aptitude Scenario Fail,Fail,Aptitude,Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions|Mood Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
238,,,,,,,I would ask that they be a part of the showcasing. ,11,,,,,I would ask that they be a part of the showcasing. ,0,0,0,0,11,7,3,5,1,7,1,1,7,1,1,7,1,7,7,7,7,7,5,5,5,5,2,5,5,5,5,4.625,2,2,2,2,5,5,5,5,5,2,1,,,,,,,35,5,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Effort Dimensions|Task Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,,,,,,,,,,,I would be sure that the employee knew how much I appreciated their hard work and dedication. ,9,I would be sure that the employee knew how much I appreciated their hard work and dedication. ,0,0,0,0,9,3,4,4,3,6,3,2,6,4,2,4,3,6,4,6,3,6,5,3,3,3,3,3,3,3,3,3,3,4,4,3.666666667,3,3,3,3,3,2,1,,,,,,,26,5,Strategy Scenario Success,Success,Strategy,Mood Dimensions|Effort Dimensions|Luck Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions,Q90|SO3|SO4|SO1|SO2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
240,,,,,,,"Present the proposal as is, and give the employee all the credit he/she deserves.",8,,,,,"Present the proposal as is, and give the employee all the credit he/she deserves.",0,0,0,0,8,2,2,5,3,5,2,4,5,2,2,6,2,4,4,4,2,2,5,4,4,4,3,4,4,4,4,3.875,4,4,5,4.333333333,3,3,4,3,3.25,1,1,,,,,,,36,5,Effort Scenario Success,Success,Effort,Task Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"I would sit down with HR and discuss my options for this employee.  If there is a pattern of low quality work, we would either put together a remediation plan or put together documentation to justify a dismissal.",3,,,,,,,,,,,"I would sit down with HR and discuss my options for this employee.  If there is a pattern of low quality work, we would either put together a remediation plan or put together documentation to justify a dismissal.",0,0,1,1,3,5,2,5,3,6,2,1,7,3,3,5,4,7,7,7,7,5,5,2,2,2,4,3,3,3,3,2.75,2,2,2,2,3,3,2,3,2.75,2,1,,,,,,,41,5,Aptitude Scenario Fail,Fail,Aptitude,Effort Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
242,,,,,,,,,,,"I would thank the employee and express satisfaction with his work.  I would showcase the proposal, giving credit to the employee.",10,"I would thank the employee and express satisfaction with his work.  I would showcase the proposal, giving credit to the employee.",0,0,0,0,10,1,5,2,1,2,1,1,2,1,4,7,1,4,4,4,4,7,5,4,3,5,2,5,4,5,5,4.125,6,3,3,4,4,4,4,4,4,1,,1,,,,,,60,4,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Strategy Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Task Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,,,,,,,,,"I would talk with the employee and try to gauge whether they have other strategies for the proposal.  If they don't then I would reassign the employee to another department to see if that is a better fit for him/her.  If they have another strategy for the proposal, I would give them one more chance to get it right.  ",6,,,"I would talk with the employee and try to gauge whether they have other strategies for the proposal.  If they don't then I would reassign the employee to another department to see if that is a better fit for him/her.  If they have another strategy for the proposal, I would give them one more chance to get it right.  ",0,0,1,1,6,1,2,4,1,5,1,1,7,1,4,5,4,7,7,7,7,7,5,4,3,4,2,3,4,4,3,3.375,4,3,2,3,4,4,3,3,3.5,2,1,,,,,,,52,5,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO3|SO4|SO1|SO2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
245,,,,,,,,,I would meet with the employee. I would carefully evaluate whether or not the employee is a good fit for their present position. If I decide the employee isn't a good fit then employee would either be place in a different position or be terminated.,2,,,I would meet with the employee. I would carefully evaluate whether or not the employee is a good fit for their present position. If I decide the employee isn't a good fit then employee would either be place in a different position or be terminated.,1,0,1,1,2,1,1,7,1,7,1,1,7,3,2,6,2,7,7,7,7,2,5,5,5,5,2,5,5,5,5,4.625,6,6,6,6,4,4,4,4,4,1,1,,,,,,,63,4,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
246,,,"I would do what I could to make the employee showcased in a positive way. I would be beaming about the success and the accomplishments made by him or her. If there was an award to give out to them I would give it, or perhaps a promotion.",10,,,,,,,,,"I would do what I could to make the employee showcased in a positive way. I would be beaming about the success and the accomplishments made by him or her. If there was an award to give out to them I would give it, or perhaps a promotion.",0,0,0,0,10,2,3,5,2,5,2,2,6,4,2,6,3,6,5,6,4,5,5,4,5,4,2,3,3,3,4,3.5,5,4,5,4.666666667,3,4,4,3,3.5,2,1,,,,,,,55,3,Aptitude Scenario Success,Success,Aptitude,Mood Dimensions|Effort Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
247,I would talk to the employee and try to find out what causes the low quality proposal. I want to know if there is something I can do to help.,6,,,,,,,,,,,I would talk to the employee and try to find out what causes the low quality proposal. I want to know if there is something I can do to help.,1,0,0,0,6,3,2,6,3,6,2,3,6,3,4,6,2,7,6,7,6,6,5,4,4,5,4,3,4,4,3,3.875,5,6,5,5.333333333,4,3,4,4,3.75,2,,,,,,1,,43,5,Aptitude Scenario Fail,Fail,Aptitude,Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions,Q90|SO2|SO1|SO3|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,,,,,,,Bring in the employee that created it to showcase the idea.,10,,,,,Bring in the employee that created it to showcase the idea.,0,0,0,0,10,2,4,4,1,2,5,4,4,4,2,3,3,7,7,7,7,7,5,4,3,4,4,3,4,4,4,3.75,6,5,6,5.666666667,4,4,4,3,3.75,1,1,,,,,,,59,3,Effort Scenario Success,Success,Effort,Effort Dimensions|Aptitude Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,,,,,I would talk to them and see how we can make it better.,4,,,,,,,I would talk to them and see how we can make it better.,0,0,0,0,4,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,5,3,3,3,3,3,3,3,3,3,7,7,7,7,3,3,3,3,3,1,1,,,,,,,28,3,Effort Scenario Fail,Fail,Effort,Aptitude Dimensions|Effort Dimensions|Strategy Dimensions|Luck Dimensions|Mood Dimensions|Task Dimensions,Q90|SO1|SO3|SO2|SO4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,,,,,"reprimand that employee and if they didn't shape up, fire them",3,,,,,,,"reprimand that employee and if they didn't shape up, fire them",0,0,1,1,3,5,6,6,6,4,3,5,3,5,7,3,4,5,4,6,4,3,5,4,4,3,5,4,4,4,3,3.875,6,5,7,6,2,4,3,4,3.25,1,1,,,,,,,28,5,Effort Scenario Fail,Fail,Effort,Task Dimensions|Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Effort Dimensions,Q90|SO3|SO4|SO1|SO2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
251,"I would first talk to the HR department and ask what recourse I have. If I have to put this person on a performance plan, or if I need to reprimand them, or get a meeting with them. I would also talk to their supervisor (if it isn't me) to get them to meet with them to talk about their work.",4,,,,,,,,,,,"I would first talk to the HR department and ask what recourse I have. If I have to put this person on a performance plan, or if I need to reprimand them, or get a meeting with them. I would also talk to their supervisor (if it isn't me) to get them to meet with them to talk about their work.",0,0,1,1,4,2,3,5,2,5,3,2,6,4,3,5,2,6,5,6,6,4,5,3,4,4,3,5,4,4,4,3.875,5,6,4,5,4,3,4,4,3.75,1,1,,,,,,,30,5,Aptitude Scenario Fail,Fail,Aptitude,Mood Dimensions|Luck Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions|Effort Dimensions,Q90|SO1|SO2|SO4|SO3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
252,,,I would be happy to work with this employee and listen carefully to what they have to offer and their ideas. ,11,,,,,,,,,I would be happy to work with this employee and listen carefully to what they have to offer and their ideas. ,0,0,0,0,11,1,3,1,1,7,1,1,7,4,1,7,1,7,7,7,5,7,5,4,5,4,3,4,5,4,4,4.125,7,7,7,7,4,5,4,4,4.25,1,1,,,,,,,47,5,Aptitude Scenario Success,Success,Aptitude,Aptitude Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,,,,,,,,,I would ask the employee if they want more time to work on the project or if there is anyway I could help them out.,9,,,I would ask the employee if they want more time to work on the project or if there is anyway I could help them out.,1,0,0,0,9,1,3,2,2,4,3,5,3,6,2,2,2,6,2,5,3,5,5,4,4,5,1,4,5,5,4,4,7,5,7,6.333333333,3,2,4,3,3,1,1,,,,,,,35,5,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions,Q90|SO2|SO1|SO4|SO3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
254,I would speak with the employee and see if there is something going on that is causing the poor work quality,6,,,,,,,,,,,I would speak with the employee and see if there is something going on that is causing the poor work quality,1,0,0,0,6,5,6,5,5,5,5,4,4,4,5,5,5,4,3,4,4,4,5,5,5,5,4,4,4,4,4,4.375,4,4,5,4.333333333,4,5,4,4,4.25,2,1,,,,,,,35,4,Aptitude Scenario Fail,Fail,Aptitude,Luck Dimensions|Effort Dimensions|Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Mood Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,,,I would speak with the employee about his/her high quality work and would it bring it to the attention of my superiors.,10,,,,,,,,,I would speak with the employee about his/her high quality work and would it bring it to the attention of my superiors.,0,0,0,0,10,1,7,6,3,6,1,1,6,4,2,6,2,7,7,7,4,4,5,4,4,4,2,5,4,4,4,3.875,5,5,5,5,3,4,3,3,3.25,2,1,,,,,,,41,4,Aptitude Scenario Success,Success,Aptitude,Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions,Q90|SO2|SO4|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,,,,,,,I'd talk with the worker and do my best to help them use their work to push for better wages/salary/benefits/etc.,9,,,,,I'd talk with the worker and do my best to help them use their work to push for better wages/salary/benefits/etc.,0,0,0,0,9,4,6,3,2,6,2,1,7,3,4,6,4,4,4,4,4,6,5,3,4,3,3,4,4,4,4,3.625,5,3,4,4,3,4,3,3,3.25,1,1,,,,,,,26,4,Effort Scenario Success,Success,Effort,Task Dimensions|Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
257,,,,,I am sorry but the work was not a good quality and needs to be more in depth,2,,,,,,,I am sorry but the work was not a good quality and needs to be more in depth,0,0,0,0,2,3,4,5,3,5,5,4,3,5,3,5,5,3,5,5,3,3,5,2,3,3,4,3,2,3,4,3,4,2,5,3.666666667,2,3,4,3,3,2,,,,,,,1,39,5,Effort Scenario Fail,Fail,Effort,Strategy Dimensions|Effort Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,,,,,,,,,,,In this situation I would go ahead and showcase the proposal like planned because of how good it was. I would also ask the employee to help showcase it or I would make sure to give them credit.,9,In this situation I would go ahead and showcase the proposal like planned because of how good it was. I would also ask the employee to help showcase it or I would make sure to give them credit.,0,0,0,0,9,1,3,1,4,5,4,1,7,7,1,5,4,5,7,7,7,7,5,4,5,5,3,4,4,4,5,4.25,3,3,3,3,4,4,3,4,3.75,2,1,,,,,,,30,5,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO3|SO2|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,,,,,,,,,,,I would commend the employee and let others know that I got this proposal from them. Then I would present it properly.,9,I would commend the employee and let others know that I got this proposal from them. Then I would present it properly.,0,0,0,0,9,2,2,3,2,5,2,3,6,3,2,3,2,3,3,4,5,6,5,4,4,5,2,4,4,4,4,3.875,5,5,4,4.666666667,4,4,4,4,4,1,1,,,,,,,57,4,Strategy Scenario Success,Success,Strategy,Luck Dimensions|Strategy Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO4|SO1|SO3|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,,,,,,,,,I would schedule a meeting with the employee and review the proposal. I would then speak to the employee about better strategies to take in the future and let the employee know that the work was subpar and would be rejected. I would give the employee a chance to revise and resubmit the proposal. ,9,,,I would schedule a meeting with the employee and review the proposal. I would then speak to the employee about better strategies to take in the future and let the employee know that the work was subpar and would be rejected. I would give the employee a chance to revise and resubmit the proposal. ,0,0,0,0,9,3,6,3,1,4,1,4,7,4,3,6,2,7,7,7,7,3,5,4,4,4,3,4,4,4,4,3.875,3,3,3,3,4,4,4,4,4,2,1,,,,,,,37,5,Strategy Scenario Fail,Fail,Strategy,Effort Dimensions|Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO1|SO4|SO2|SO3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
262,,,,,,,,,I would reject the proposal pointing out what I felt disqualified it and give my employee ideas for strategies that would help them develop a satisfactory proposal. ,5,,,I would reject the proposal pointing out what I felt disqualified it and give my employee ideas for strategies that would help them develop a satisfactory proposal. ,0,0,0,0,5,1,6,1,1,7,1,2,7,2,2,7,2,7,7,7,5,2,5,3,4,5,2,4,4,4,4,3.75,5,3,3,3.666666667,3,4,3,3,3.25,2,,,,,,,1,44,5,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions,Q90|SO1|SO2|SO4|SO3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
