"","ID","Apt advice","Apt expectancy","Effort Advice","Effort Expectancy","Strat Advise","Strat Expectancy","Luck Advise","Luck Expectancy","Advice","Strategy_frequency","Strategy_factors","AptOut","AptVar","AptUncon","EffortOut","EffortVar","EffortUncon","MoodOut","MoodVar","MoodUncon","StratOut","StratVar","StratUncon","LuckOut","LuckVar","LuckUncon","TaskOut","TaskVar","TaskUncon","SMS1","SMS2","SMS3","SMS4","SMS5","SMS6","SMO1","SMO2","SMO3","MP1","MP2","MP3","MP4","SO1","SO2","SO3","SO4","SMS_mean","SMO_mean","MP_mean","SO_mean","Expectancy","Gender","Age","Education","Scenario","Effort_Dum","Strategy_Dum","SE_Dum","Justification","Detailed","Possibilities","Resources","Resources_withNotes","HelpingBeh","Prioritization","Quality","Method_Val","Method_Den","Method","BruteForce_Val","BruteForce_Den","Bruteforce_Final","SeekHelp_Val","SeekHelp_Den","SeekHelp","NoteTaking_Val","NoteTaking_Den","NoteTaking","BruteForcePure_Den","BruteForcePure_Val","BruteForce","Combined_Method","Convergent_Method","total_method","Total","Method_bin","BruteForce_bin","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","LocusOut","Variability","Uncontrollability"
"103",142,"It's important to understand why the friend isn't grasping the subject matter. Is the material too difficult or advanced, or perhaps Amelia doesn't learn well in a class by being lectured. I would suggest focusing on the study materials in a more hands on manner. If Amelia isn't learning the information from the lecturer, perhaps performing some hands-on tasks or activities will be beneficial. I suggest trying new things to make studying more efficient, but in the end, spend time studying and going over the notes. Effort and focus are going to improve test results.",9,NA,NA,NA,NA,NA,NA,"It's important to understand why the friend isn't grasping the subject matter. Is the material too difficult or advanced, or perhaps Amelia doesn't learn well in a class by being lectured. I would suggest focusing on the study materials in a more hands on manner. If Amelia isn't learning the information from the lecturer, perhaps performing some hands-on tasks or activities will be beneficial. I suggest trying new things to make studying more efficient, but in the end, spend time studying and going over the notes. Effort and focus are going to improve test results.",NA,NA,1,2,2,1,6,1,2,6,1,3,4,2,7,7,7,4,6,5,5,5,5,4,5,4,6,5,4,5,5,5,4,4,5,3,4,4.8,5,4.75,4,9,1,32,4,"Aptitude",0,0,NA,1,0.5,1,1,1,0,0,0.7,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,1,NA,NA,2,NA,NA,2,NA,NA,1,2,2
"104",143,"Amelia don't care  i will help you and first to that situation and i collect that detail .. so i will explain to Amelia so i talk to confident speech....",8,NA,NA,NA,NA,NA,NA,"Amelia don't care  i will help you and first to that situation and i collect that detail .. so i will explain to Amelia so i talk to confident speech....",NA,NA,3,4,5,6,5,6,3,3,5,7,6,3,6,4,5,6,4,4,4,2,4,5,2,3,6,5,6,4,3,5,3,1,5,1,2,3,5.66666666666667,3.75,2.25,8,1,28,4,"Aptitude",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,4,NA,NA,5,NA,NA,3,4,5
"105",144,"Listen Amelia i know that this kind of stuff can be kind of hard to understand but if you can apply yourself and dedicate your full attention into learning the subject you can and will do much better on the next test. Just believe in yourself study and your hard work is sure to pay off.",8,NA,NA,NA,NA,NA,NA,"Listen Amelia i know that this kind of stuff can be kind of hard to understand but if you can apply yourself and dedicate your full attention into learning the subject you can and will do much better on the next test. Just believe in yourself study and your hard work is sure to pay off.",NA,NA,3,3,4,3,4,3,4,6,5,3,4,2,4,6,7,3,4,3,3,3,3,3,2,3,5,5,4,3,2,3,3,3,3,3,3,2.8,4.66666666666667,2.75,3,8,1,31,3,"Aptitude",0,0,NA,0.5,0,0,0,0,0,0,0.1,0,0,0,1,2,2,0,0,0,0,0,0,2,1,2,0,0,0,2,0,1,3,NA,NA,3,NA,NA,4,NA,NA,3,3,4
"106",147,"Try to get some extra time with the proffered",6,NA,NA,NA,NA,NA,NA,"Try to get some extra time with the proffered",NA,NA,6,4,5,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,3,4,3,3,3,2,5,4,5,3,3,3,4,3,3,3,4,3,4.66666666666667,3.25,3.25,6,1,33,5,"Aptitude",0,0,NA,0,0,0,1,1,1,0,0.2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,NA,NA,4,NA,NA,5,NA,NA,6,4,5
"107",149,NA,NA,"i will advice her to concentrate on studies and prepare it i will share all materials , we both will have a group studies and make discussion on it",7,NA,NA,NA,NA,"i will advice her to concentrate on studies and prepare it i will share all materials , we both will have a group studies and make discussion on it",NA,NA,2,7,6,5,6,1,5,6,3,2,3,1,2,4,1,4,2,4,3,2,4,4,3,2,5,6,5,2,4,1,2,5,4,3,5,2.8,5.33333333333333,2.25,4.25,7,2,28,5,"Effort",1,0,0,0,0,0,1,1,1,0,0.2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,2,1,0,NA,NA,5,NA,NA,6,NA,NA,1,5,6,1
"108",151,NA,NA,"I advise my friend Amelia,to take care about your attention during class.Don't take too many leaves during class hours.If she had some problem towards her subject i will definitely help her.And also i give her some free classes for her in my home.  /  /  /  /  /  /",10,NA,NA,NA,NA,"I advise my friend Amelia,to take care about your attention during class.Don't take too many leaves during class hours.If she had some problem towards her subject i will definitely help her.And also i give her some free classes for her in my home.  /  /  /  /  /  /",NA,NA,3,6,3,6,6,5,6,3,3,6,3,6,6,6,7,6,7,6,4,4,5,4,5,4,6,6,5,4,5,4,4,4,4,5,4,4.4,5.66666666666667,4.25,4.25,10,1,28,4,"Effort",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,NA,6,NA,NA,6,NA,NA,5,6,6,5
"109",152,NA,NA,NA,NA,"Instead of mindlessly copying what the lecturer says in class, try actively participating in class and ask questions on material you're not familiar with. Having a study partner could also be a beneficial experience in addition to making the studying less tedious.",8,NA,NA,"Instead of mindlessly copying what the lecturer says in class, try actively participating in class and ask questions on material you're not familiar with. Having a study partner could also be a beneficial experience in addition to making the studying less tedious.",NA,NA,3,5,4,2,4,3,3,5,4,2,4,3,7,7,7,5,4,4,4,4,4,3,4,4,6,5,5,3,3,3,3,3,4,4,3,4,5.33333333333333,3,3.5,8,1,30,5,"Strategy",0,1,1,1,1,1,1,1,0,1,1,1,2,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,2,NA,NA,4,NA,NA,3,NA,2,4,3
"110",154,NA,NA,NA,NA,"I would tell her to start having fun. Enjoy the subject like her favorite TV show or book. I would then tell her to break up each chapter and learn each chapter like a guru,than when she has mastered the chapter move on to the next one. She would than pass the test.",9,NA,NA,"I would tell her to start having fun. Enjoy the subject like her favorite TV show or book. I would then tell her to break up each chapter and learn each chapter like a guru,than when she has mastered the chapter move on to the next one. She would than pass the test.",NA,NA,7,6,4,4,4,4,4,7,7,7,7,4,7,7,7,6,7,7,4,4,4,4,5,5,7,7,7,4,4,4,3,3,5,4,4,4.4,7,3.75,4,9,1,52,5,"Strategy",0,1,1,0.5,1,0,0,0,0,0,0.3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,7,NA,NA,7,NA,NA,4,NA,7,7,4
"111",156,NA,NA,NA,NA,"i would advice her to revise without being tense or anxious",7,NA,NA,"i would advice her to revise without being tense or anxious",NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,6,4,4,7,2,31,6,"Strategy",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,4,NA,NA,4,NA,NA,4,NA,4,4,4
"112",157,NA,NA,"I would tell her to come study with me and I would help her go over the study materials so she does better.",9,NA,NA,NA,NA,"I would tell her to come study with me and I would help her go over the study materials so she does better.",NA,NA,1,5,3,1,7,1,1,7,4,1,7,1,4,4,7,7,7,7,4,5,4,4,4,4,7,7,7,4,5,4,4,3,4,4,3,4.2,7,4.25,3.5,9,1,26,3,"Effort",1,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"113",158,"I would advise Amelia to make an outline of the material writing it by hand.",9,NA,NA,NA,NA,NA,NA,"I would advise Amelia to make an outline of the material writing it by hand.",NA,NA,1,4,3,1,7,1,1,7,4,4,7,1,7,7,7,7,7,1,5,5,5,2,5,5,7,7,7,5,5,5,5,5,5,5,5,5,7,5,5,9,2,62,5,"Aptitude",0,0,NA,0,1,0,0,1,0,0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,NA,NA,4,NA,NA,3,NA,NA,1,4,3
"114",159,NA,NA,NA,NA,"I would tell her that looking over stuff and repeating it isn't extremely effective, and that maybe she should use flashcards or another method that changes up her boring/dull study routine. She could also try to make a game out of it somehow, like maybe take all her materials and associate them each with an object around her, and then she uses those objects to help her remember those specific terms when it comes time to take the test, or something like that. Anything besides looking over a list and memorizing stuff would be helpful for Amelia I think.",7,NA,NA,"I would tell her that looking over stuff and repeating it isn't extremely effective, and that maybe she should use flashcards or another method that changes up her boring/dull study routine. She could also try to make a game out of it somehow, like maybe take all her materials and associate them each with an object around her, and then she uses those objects to help her remember those specific terms when it comes time to take the test, or something like that. Anything besides looking over a list and memorizing stuff would be helpful for Amelia I think.",NA,NA,1,1,5,1,6,1,1,7,4,1,7,1,7,7,7,7,1,6,3,4,4,2,3,3,5,5,5,4,3,4,4,3,4,3,3,3.4,5,3.75,3.25,7,1,24,4,"Strategy",0,1,1,1,1,1,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"115",161,NA,NA,"I would definitely invite her to come over and study and show here my study routine. I would tell her to make sure she attends all classes and takes proper notes. We can then compare our notes and study together.",9,NA,NA,NA,NA,"I would definitely invite her to come over and study and show here my study routine. I would tell her to make sure she attends all classes and takes proper notes. We can then compare our notes and study together.",NA,NA,4,5,5,5,6,5,4,6,6,5,6,6,3,4,3,5,6,3,4,4,5,3,5,4,5,6,5,4,5,4,3,4,3,4,3,4.4,5.33333333333333,4,3.5,9,1,35,5,"Effort",1,0,0,0.5,0.5,0,0,0,0,0,0.2,2,1,1,1,0,1,0,0,1,1,1,1,1,1,0,2,1,2,4,1,0,NA,NA,5,NA,NA,6,NA,NA,5,5,6,5
"116",163,NA,NA,"I'd tell her to first begin paying attention and being involved in class.  If she does that we could partner and study together.  I'd talk to her about taking good notes and putting in effort.",9,NA,NA,NA,NA,"I'd tell her to first begin paying attention and being involved in class.  If she does that we could partner and study together.  I'd talk to her about taking good notes and putting in effort.",NA,NA,1,5,4,1,5,1,1,7,4,2,4,4,7,7,7,7,7,5,4,4,4,5,3,4,6,6,7,5,4,4,3,3,4,3,3,3.8,6.33333333333333,4,3.25,9,1,39,5,"Effort",1,0,0,0,0,0,0,1,0,0,0.2,0,0,0,2,2,2,1,1,1,1,1,1,2,1,2,1,0,0,4,0,1,NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"117",164,"Record the lecture, make flash cards, DON'T CRAM, get a very restful night sleep.",6,NA,NA,NA,NA,NA,NA,"Record the lecture, make flash cards, DON'T CRAM, get a very restful night sleep.",NA,NA,6,5,5,3,6,3,3,7,4,1,5,1,6,6,7,7,4,3,4,3,3,3,4,4,6,6,6,4,5,4,4,4,3,4,3,3.6,6,4.25,3.5,6,1,28,4,"Aptitude",0,0,NA,0,0.5,1,1,1,0,0,0.5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,6,NA,NA,5,NA,NA,5,NA,NA,6,5,5
"118",166,"I would advise Amelia to study for the test.",6,NA,NA,NA,NA,NA,NA,"I would advise Amelia to study for the test.",NA,NA,4,3,5,4,4,3,4,4,3,4,4,4,4,4,4,5,5,4,1,1,1,1,1,1,4,4,4,1,1,1,1,3,3,3,3,1,4,1,3,6,1,24,5,"Aptitude",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,NA,NA,3,NA,NA,5,NA,NA,4,3,5
"119",167,"Study, Study and study more. I would offer to help her. Meet somewhere like a library where we could totally focus on the subject. Maybe make some flash cards to help with memorizing.",8,NA,NA,NA,NA,NA,NA,"Study, Study and study more. I would offer to help her. Meet somewhere like a library where we could totally focus on the subject. Maybe make some flash cards to help with memorizing.",NA,NA,5,4,4,1,4,2,1,5,4,4,5,3,7,7,7,3,4,3,3,3,3,2,3,3,3,4,4,3,2,3,2,3,3,4,3,3,3.66666666666667,2.5,3.25,8,2,44,3,"Aptitude",0,0,NA,1,1,1,1,1,0,0,0.8,2,2,2,1,1,1,0,1,1,0,0,0,1,1,0,2,1,3,4,1,0,5,NA,NA,4,NA,NA,4,NA,NA,5,4,4
"120",168,NA,NA,"I would advise her that she needs to start paying more attention and she needs to set up some sort of schedule that sets aside time to study the material /",10,NA,NA,NA,NA,"I would advise her that she needs to start paying more attention and she needs to set up some sort of schedule that sets aside time to study the material /",NA,NA,2,2,6,1,7,1,1,7,1,3,5,1,6,6,7,5,7,3,5,5,5,4,4,5,7,6,7,3,3,4,2,4,5,4,4,4.8,6.66666666666667,3,4.25,10,1,32,5,"Effort",1,0,0,0,0.5,0,0,0,0,0,0.1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"121",171,NA,NA,NA,NA,"I would tell her to come study with me so I could show her some different ways that might help her learn the material better than what she is currently doing.",7,NA,NA,"I would tell her to come study with me so I could show her some different ways that might help her learn the material better than what she is currently doing.",NA,NA,2,4,2,2,2,2,2,6,3,2,3,2,5,5,5,4,5,4,3,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,4,3.4,3.66666666666667,3.5,3.5,7,2,20,4,"Strategy",0,1,1,1,0,0,0,0,0,0,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,3,NA,NA,2,NA,2,3,2
"122",172,"Honestly, I would tell her to study as hard as she can since she is struggling with the topic.",7,NA,NA,NA,NA,NA,NA,"Honestly, I would tell her to study as hard as she can since she is struggling with the topic.",NA,NA,4,5,3,1,5,1,1,7,3,5,3,3,6,7,7,2,4,2,4,4,4,2,3,4,6,7,7,4,4,3,3,5,5,5,5,3.8,6.66666666666667,3.5,5,7,1,29,5,"Aptitude",0,0,NA,0.5,0,0,0,0,0,0,0.1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,4,NA,NA,5,NA,NA,3,NA,NA,4,5,3
"123",173,"Trying sharing notes with other classmates and read them over and over and over. Even if the subject is sticking with you, find a way to get the material to stick. It is not how hard you study, but how much you actually want to know the subject. Talk to your professor and see if they have additional material you can look at. Do not give up, everyone struggles at some point.",10,NA,NA,NA,NA,NA,NA,"Trying sharing notes with other classmates and read them over and over and over. Even if the subject is sticking with you, find a way to get the material to stick. It is not how hard you study, but how much you actually want to know the subject. Talk to your professor and see if they have additional material you can look at. Do not give up, everyone struggles at some point.",NA,NA,2,4,3,1,4,1,1,7,1,2,6,1,4,7,7,3,7,2,3,4,5,1,5,3,5,4,2,4,5,4,3,4,5,4,4,4,3.66666666666667,4,4.25,10,1,31,4,"Aptitude",0,0,NA,1,0.5,0,1,1,0,0,0.5,1,3,2,1,1,1,1,0,1,0,0,0,1,1,0,2,1,3,4,1,0,2,NA,NA,4,NA,NA,3,NA,NA,2,4,3
"124",174,NA,NA,"Don't worry amelia next test you will work hard you will pass and must attentive the class.",11,NA,NA,NA,NA,"Don't worry amelia next test you will work hard you will pass and must attentive the class.",NA,NA,2,2,3,1,1,2,2,5,6,6,5,6,5,6,6,3,2,3,5,3,3,5,4,4,6,5,6,4,4,5,4,3,4,4,4,3.8,5.66666666666667,4.25,3.75,11,1,30,6,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,1,1,0,1,1,2,0,1,NA,NA,1,NA,NA,1,NA,NA,2,1,1,2
"125",175,NA,NA,NA,NA,"I would look at only the material that has come up in multiple classes as that is what is most likely to be on the test.  Subjects that were discussed briefly most likely are not important enough to be asked about on the test.",4,NA,NA,"I would look at only the material that has come up in multiple classes as that is what is most likely to be on the test.  Subjects that were discussed briefly most likely are not important enough to be asked about on the test.",NA,NA,2,3,2,1,5,1,1,7,3,2,7,3,6,7,7,5,6,6,4,3,4,2,4,4,7,6,6,5,4,5,4,4,4,4,5,3.8,6.33333333333333,4.5,4.25,4,1,33,5,"Strategy",0,1,1,1,0,0,0,0,0,1,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,7,NA,NA,3,NA,2,7,3
"126",176,NA,NA,"time to study and kick some ass. I know you can do it. All you have to do is believe and study",3,NA,NA,NA,NA,"time to study and kick some ass. I know you can do it. All you have to do is believe and study",NA,NA,2,2,2,3,4,2,4,4,3,3,4,2,4,4,7,4,4,3,3,3,3,3,3,3,6,5,6,3,3,4,3,2,3,2,2,3,5.66666666666667,3.25,2.25,3,1,26,3,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,NA,NA,3,NA,NA,4,NA,NA,2,3,4,2
"127",177,"I would tell her to set aside a time every day to study. Dont get stressed, just try to relax and focus on the topic. I would tell her to take extensive  notes at lecture and study them. Get a tutor if she thinks its doable.",8,NA,NA,NA,NA,NA,NA,"I would tell her to set aside a time every day to study. Dont get stressed, just try to relax and focus on the topic. I would tell her to take extensive  notes at lecture and study them. Get a tutor if she thinks its doable.",NA,NA,2,5,2,1,4,1,2,6,3,2,2,2,5,6,6,2,4,3,4,4,5,2,5,5,6,5,5,3,4,4,3,3,4,3,4,4.6,5.33333333333333,3.5,3.5,8,1,65,4,"Aptitude",0,0,NA,0,0.5,1,1,1,1,0,0.5,1,0,0,1,2,2,1,1,1,1,0,0,2,2,0,0,2,2,3,0,0,2,NA,NA,5,NA,NA,2,NA,NA,2,5,2
"128",178,NA,NA,NA,NA,"Perhaps try an audio recording of the lecture and listen to it in the car.  /",8,NA,NA,"Perhaps try an audio recording of the lecture and listen to it in the car.  /",NA,NA,1,4,3,2,2,1,1,3,1,2,2,1,7,7,7,7,4,4,5,5,5,5,5,5,6,6,6,4,4,4,4,4,4,4,4,5,6,4,4,8,2,35,5,"Strategy",0,1,1,0,0.5,0,0,1,0,0,0.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,2,NA,NA,1,NA,2,2,1
"129",179,NA,NA,"I would tell her to try and pay more attention in class.  Also she needs to study every day to learn all the materials.  Make flashcards to help and good luck.",9,NA,NA,NA,NA,"I would tell her to try and pay more attention in class.  Also she needs to study every day to learn all the materials.  Make flashcards to help and good luck.",NA,NA,1,4,5,1,1,1,1,7,7,7,7,4,7,7,7,1,7,4,4,4,4,5,3,4,7,7,6,4,4,4,5,5,5,5,5,3.8,6.66666666666667,4.25,5,9,2,33,3,"Effort",1,0,0,0.5,0.5,0,1,1,0,0,0.4,2,1,1,1,2,2,0,0,0,0,0,0,2,2,0,1,2,3,3,1,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"130",180,"I would suggest that she make an outline of the study guide as a reference.  Also, that she should make note cards to study from.  She should also go and talk to her teacher to try and get some help with the class material.  I would also suggest that she look into getting a tutor for the class.",10,NA,NA,NA,NA,NA,NA,"I would suggest that she make an outline of the study guide as a reference.  Also, that she should make note cards to study from.  She should also go and talk to her teacher to try and get some help with the class material.  I would also suggest that she look into getting a tutor for the class.",NA,NA,1,7,2,1,7,1,3,6,6,2,7,3,7,6,7,7,6,2,2,3,3,1,3,3,5,3,3,4,4,5,2,3,4,4,3,2.8,3.66666666666667,3.75,3.5,10,1,29,5,"Aptitude",0,0,NA,1,1,0,1,1,1,0,0.6,2,2,2,0,0,0,2,1,2,0,0,0,0,0,0,2,0,2,4,1,0,1,NA,NA,7,NA,NA,2,NA,NA,1,7,2
"131",181,NA,NA,NA,NA,"I would say to try and listen more than anything, understand what the lecturer is saying. The notes should be a summary of what is going on and not word for word. The notes need to be in your own words and you'll be able to easily digest them on a level that you are. I don't think the word-by-word is the way to go.",7,NA,NA,"I would say to try and listen more than anything, understand what the lecturer is saying. The notes should be a summary of what is going on and not word for word. The notes need to be in your own words and you'll be able to easily digest them on a level that you are. I don't think the word-by-word is the way to go.",NA,NA,2,6,3,3,5,4,1,6,3,2,4,1,7,7,6,6,5,6,4,3,4,3,4,3,5,5,4,4,3,4,4,4,3,3,3,3.6,4.66666666666667,3.75,3.25,7,1,25,6,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,NA,2,NA,NA,4,NA,NA,1,NA,2,4,1
"132",182,NA,NA,NA,NA,"If you want I can help you study for the test. I think we should go over important concepts and concentrate on understanding the underlying themes of the material.",8,NA,NA,"If you want I can help you study for the test. I think we should go over important concepts and concentrate on understanding the underlying themes of the material.",NA,NA,2,4,3,1,6,1,1,7,3,2,5,2,7,7,7,7,7,2,3,3,4,3,4,3,5,5,4,4,4,4,3,4,3,3,4,3.4,4.66666666666667,3.75,3.5,8,2,24,5,"Strategy",0,1,1,1,0,0,0,0,0,1,0.4,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,2,NA,NA,5,NA,NA,2,NA,2,5,2
"133",183,NA,NA,NA,NA,"I would take out your notes, review them thoroughly and then re-write them. Sometimes when we write something again, it helps us remember them more.",7,NA,NA,"I would take out your notes, review them thoroughly and then re-write them. Sometimes when we write something again, it helps us remember them more.",NA,NA,1,7,1,1,7,1,1,7,1,1,7,2,7,7,7,4,7,4,3,3,3,2,3,3,5,6,5,4,4,3,2,3,3,3,4,3,5.33333333333333,3.25,3.25,7,2,45,4,"Strategy",0,1,1,1,0.5,0,1,1,0,0,0.5,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,2,0,1,NA,1,NA,NA,7,NA,NA,2,NA,1,7,2
"134",184,NA,NA,NA,NA,"I would give her tips and let her know she has to do more than memorize the lectures.  I would show her how I study and offer to help her.",11,NA,NA,"I would give her tips and let her know she has to do more than memorize the lectures.  I would show her how I study and offer to help her.",NA,NA,1,7,1,1,7,1,7,7,1,1,7,1,7,7,7,7,7,7,4,4,4,2,3,3,7,7,4,3,3,3,3,4,4,4,4,3.6,6,3,4,11,2,34,5,"Strategy",0,1,1,0.5,0,0,0,0,0,0,0.1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"135",185,NA,NA,NA,NA,"I have no advice because I don't know what to do myself...",1,NA,NA,"I have no advice because I don't know what to do myself...",NA,NA,3,3,3,3,5,3,4,6,3,4,5,4,4,5,7,4,5,5,1,1,1,3,3,3,1,1,1,1,1,1,1,3,4,3,3,1.8,1,1,3.25,1,1,34,3,"Strategy",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,NA,5,NA,NA,4,NA,4,5,4
"136",186,"I would advise Amelia to take very detailed notes, then go over them a few times before the test. And possibly ask the teacher what she could do to better understand the material.",6,NA,NA,NA,NA,NA,NA,"I would advise Amelia to take very detailed notes, then go over them a few times before the test. And possibly ask the teacher what she could do to better understand the material.",NA,NA,1,5,4,1,3,1,1,7,4,1,4,1,4,7,7,7,7,7,3,3,5,1,4,4,4,4,4,3,4,3,2,3,3,3,3,3.8,4,3,3,6,2,25,3,"Aptitude",0,0,NA,0.5,0.5,0,1,1,1,0,0.4,0,0,0,1,2,2,1,1,1,1,0,0,1,1,0,0,2,2,3,0,0,1,NA,NA,5,NA,NA,4,NA,NA,1,5,4
"137",189,NA,NA,NA,NA,"Rather than memorizing the notes you have taken in class, try to think about how the points made by the professor relate to ""real life"" problems or issues related to the subject. Don't memorize words, but try to grasp concepts and see the interconnections between them. See the topics covered as part of a tapestry as they relate to the subject.",9,NA,NA,"Rather than memorizing the notes you have taken in class, try to think about how the points made by the professor relate to ""real life"" problems or issues related to the subject. Don't memorize words, but try to grasp concepts and see the interconnections between them. See the topics covered as part of a tapestry as they relate to the subject.",NA,NA,1,3,5,1,7,1,1,7,2,2,5,2,4,3,4,6,6,4,5,5,5,2,4,5,6,6,6,3,3,4,3,4,4,4,4,4.8,6,3.25,4,9,1,62,6,"Strategy",0,1,1,1,0.5,0,0,0,0,1,0.5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,2,NA,NA,5,NA,NA,2,NA,2,5,2
"138",190,"I would advise her to discuss her issue with the lecturer and ask for suggestions regarding how she can better immerse herself in the subject during her studies.",7,NA,NA,NA,NA,NA,NA,"I would advise her to discuss her issue with the lecturer and ask for suggestions regarding how she can better immerse herself in the subject during her studies.",NA,NA,1,4,5,1,4,7,4,7,6,4,5,2,4,4,4,4,6,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,3,4,3,7,1,30,6,"Aptitude",0,0,NA,0,0.5,0,1,1,1,0,0.3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,4,NA,NA,5,NA,NA,1,4,5
"139",192,NA,NA,"I would tell her to pay attention, take notes and study for long hours.",11,NA,NA,NA,NA,"I would tell her to pay attention, take notes and study for long hours.",NA,NA,1,2,5,2,5,3,1,7,6,1,2,5,7,7,7,6,7,7,2,3,3,4,5,4,6,6,7,4,4,4,3,4,2,3,4,3.4,6.33333333333333,3.75,3.25,11,1,54,4,"Effort",1,0,0,0,0,0,0,1,0,0,0.2,0,0,0,2,2,2,0,0,0,1,1,1,2,2,0,1,2,2,3,0,0,NA,NA,2,NA,NA,5,NA,NA,3,2,5,3
"140",193,NA,NA,"I really think you need to focus hard on what the teacher is saying during class. If you listen and take in what he says you will do very well on the tests. Everything h talks about is in his class. Maybe even record what your hear during said tests. It would help you study very much.",9,NA,NA,NA,NA,"I really think you need to focus hard on what the teacher is saying during class. If you listen and take in what he says you will do very well on the tests. Everything h talks about is in his class. Maybe even record what your hear during said tests. It would help you study very much.",NA,NA,2,3,3,2,3,2,2,5,3,3,5,3,6,5,6,6,4,5,3,3,3,2,3,3,5,5,5,3,4,3,3,4,4,4,4,3,5,3.25,4,9,1,41,5,"Effort",1,0,0,0.5,0.5,0,1,1,0,0,0.4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,NA,NA,2,NA,NA,3,NA,NA,2,2,3,2
"141",194,"i advise about the issue and grew her..i will tell something to cheer up her..",10,NA,NA,NA,NA,NA,NA,"i advise about the issue and grew her..i will tell something to cheer up her..",NA,NA,5,4,5,5,5,6,6,6,5,5,5,6,6,5,6,5,5,4,3,4,4,4,4,4,5,4,5,3,4,3,4,4,4,4,4,3.8,4.66666666666667,3.5,4,10,1,44,5,"Aptitude",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,4,NA,NA,5,NA,NA,5,4,5
